11 lacos para encontrar - Nome da Cidade: Alta Floresta D'Oeste, ID da Cidade: 15, ID do UF: 11, UF: RO, Populacao: 22516
10 lacos para encontrar - Nome da Cidade: Alvorada D'Oeste, ID da Cidade: 346, ID do UF: 11, UF: RO, Populacao: 13807
12 lacos para encontrar - Nome da Cidade: Alto Alegre dos Parecis, ID da Cidade: 379, ID do UF: 11, UF: RO, Populacao: 13268
11 lacos para encontrar - Nome da Cidade: Alto Paraíso, ID da Cidade: 403, ID do UF: 11, UF: RO, Populacao: 22258
9 lacos para encontrar - Nome da Cidade: Buritis, ID da Cidade: 452, ID do UF: 11, UF: RO, Populacao: 41043
10 lacos para encontrar - Nome da Cidade: Novo Horizonte do Oeste, ID da Cidade: 502, ID do UF: 11, UF: RO, Populacao: 8125
11 lacos para encontrar - Nome da Cidade: Cacaulândia, ID da Cidade: 601, ID do UF: 11, UF: RO, Populacao: 6307
11 lacos para encontrar - Nome da Cidade: Campo Novo de Rondônia, ID da Cidade: 700, ID do UF: 11, UF: RO, Populacao: 14391
10 lacos para encontrar - Nome da Cidade: Candeias do Jamari, ID da Cidade: 809, ID do UF: 11, UF: RO, Populacao: 28068
9 lacos para encontrar - Nome da Cidade: Castanheiras, ID da Cidade: 908, ID do UF: 11, UF: RO, Populacao: 2923
11 lacos para encontrar - Nome da Cidade: Chupinguaia, ID da Cidade: 924, ID do UF: 11, UF: RO, Populacao: 11755
13 lacos para encontrar - Nome da Cidade: Cujubim, ID da Cidade: 940, ID do UF: 11, UF: RO, Populacao: 27131
11 lacos para encontrar - Nome da Cidade: Governador Jorge Teixeira, ID da Cidade: 1005, ID do UF: 11, UF: RO, Populacao: 713
10 lacos para encontrar - Nome da Cidade: Itapuã do Oeste, ID da Cidade: 1104, ID do UF: 11, UF: RO, Populacao: 10819
12 lacos para encontrar - Nome da Cidade: Ministro Andreazza, ID da Cidade: 1203, ID do UF: 11, UF: RO, Populacao: 9461
11 lacos para encontrar - Nome da Cidade: Mirante da Serra, ID da Cidade: 1302, ID do UF: 11, UF: RO, Populacao: 10691
10 lacos para encontrar - Nome da Cidade: Monte Negro, ID da Cidade: 1401, ID do UF: 11, UF: RO, Populacao: 16158
11 lacos para encontrar - Nome da Cidade: Nova União, ID da Cidade: 1435, ID do UF: 11, UF: RO, Populacao: 6822
12 lacos para encontrar - Nome da Cidade: Parecis, ID da Cidade: 1450, ID do UF: 11, UF: RO, Populacao: 6319
13 lacos para encontrar - Nome da Cidade: Pimenteiras do Oeste, ID da Cidade: 1468, ID do UF: 11, UF: RO, Populacao: 2127
11 lacos para encontrar - Nome da Cidade: Primavera de Rondônia, ID da Cidade: 1476, ID do UF: 11, UF: RO, Populacao: 2697
12 lacos para encontrar - Nome da Cidade: São Felipe D'Oeste, ID da Cidade: 1484, ID do UF: 11, UF: RO, Populacao: 4962
13 lacos para encontrar - Nome da Cidade: São Francisco do Guaporé, ID da Cidade: 1492, ID do UF: 11, UF: RO, Populacao: 21088
9 lacos para encontrar - Nome da Cidade: Seringueiras, ID da Cidade: 1500, ID do UF: 11, UF: RO, Populacao: 11846
11 lacos para encontrar - Nome da Cidade: Teixeirópolis, ID da Cidade: 1559, ID do UF: 11, UF: RO, Populacao: 416
10 lacos para encontrar - Nome da Cidade: Theobroma, ID da Cidade: 1609, ID do UF: 11, UF: RO, Populacao: 10348
12 lacos para encontrar - Nome da Cidade: Urupá, ID da Cidade: 1708, ID do UF: 11, UF: RO, Populacao: 11081
10 lacos para encontrar - Nome da Cidade: Vale do Anari, ID da Cidade: 1757, ID do UF: 11, UF: RO, Populacao: 11545
10 lacos para encontrar - Nome da Cidade: Vale do Paraíso, ID da Cidade: 1807, ID do UF: 11, UF: RO, Populacao: 649
12 lacos para encontrar - Nome da Cidade: Acrelândia, ID da Cidade: 13, ID do UF: 12, UF: AC, Populacao: 15721
12 lacos para encontrar - Nome da Cidade: Assis Brasil, ID da Cidade: 54, ID do UF: 12, UF: AC, Populacao: 7649
10 lacos para encontrar - Nome da Cidade: Brasiléia, ID da Cidade: 104, ID do UF: 12, UF: AC, Populacao: 27123
11 lacos para encontrar - Nome da Cidade: Bujari, ID da Cidade: 138, ID do UF: 12, UF: AC, Populacao: 10572
13 lacos para encontrar - Nome da Cidade: Capixaba, ID da Cidade: 179, ID do UF: 12, UF: AC, Populacao: 1228
10 lacos para encontrar - Nome da Cidade: Cruzeiro do Sul, ID da Cidade: 203, ID do UF: 12, UF: AC, Populacao: 8976
11 lacos para encontrar - Nome da Cidade: Epitaciolândia, ID da Cidade: 252, ID do UF: 12, UF: AC, Populacao: 18979
10 lacos para encontrar - Nome da Cidade: Feijó, ID da Cidade: 302, ID do UF: 12, UF: AC, Populacao: 34986
12 lacos para encontrar - Nome da Cidade: Jordão, ID da Cidade: 328, ID do UF: 12, UF: AC, Populacao: 8628
11 lacos para encontrar - Nome da Cidade: Mâncio Lima, ID da Cidade: 336, ID do UF: 12, UF: AC, Populacao: 19643
13 lacos para encontrar - Nome da Cidade: Manoel Urbano, ID da Cidade: 344, ID do UF: 12, UF: AC, Populacao: 9701
11 lacos para encontrar - Nome da Cidade: Marechal Thaumaturgo, ID da Cidade: 351, ID do UF: 12, UF: AC, Populacao: 19727
11 lacos para encontrar - Nome da Cidade: Plácido de Castro, ID da Cidade: 385, ID do UF: 12, UF: AC, Populacao: 20147
12 lacos para encontrar - Nome da Cidade: Porto Walter, ID da Cidade: 393, ID do UF: 12, UF: AC, Populacao: 12497
11 lacos para encontrar - Nome da Cidade: Rio Branco, ID da Cidade: 401, ID do UF: 12, UF: AC, Populacao: 419452
12 lacos para encontrar - Nome da Cidade: Rodrigues Alves, ID da Cidade: 427, ID do UF: 12, UF: AC, Populacao: 19767
11 lacos para encontrar - Nome da Cidade: Santa Rosa do Purus, ID da Cidade: 435, ID do UF: 12, UF: AC, Populacao: 6893
13 lacos para encontrar - Nome da Cidade: Senador Guiomard, ID da Cidade: 450, ID do UF: 12, UF: AC, Populacao: 23446
8 lacos para encontrar - Nome da Cidade: Sena Madureira, ID da Cidade: 500, ID do UF: 12, UF: AC, Populacao: 47168
9 lacos para encontrar - Nome da Cidade: Tarauacá, ID da Cidade: 609, ID do UF: 12, UF: AC, Populacao: 4373
10 lacos para encontrar - Nome da Cidade: Xapuri, ID da Cidade: 708, ID do UF: 12, UF: AC, Populacao: 19866
7 lacos para encontrar - Nome da Cidade: Porto Acre, ID da Cidade: 807, ID do UF: 12, UF: AC, Populacao: 19141
10 lacos para encontrar - Nome da Cidade: Alvarães, ID da Cidade: 29, ID do UF: 13, UF: AM, Populacao: 16396
12 lacos para encontrar - Nome da Cidade: Amaturá, ID da Cidade: 60, ID do UF: 13, UF: AM, Populacao: 11934
11 lacos para encontrar - Nome da Cidade: Anamã, ID da Cidade: 86, ID do UF: 13, UF: AM, Populacao: 14292
9 lacos para encontrar - Nome da Cidade: Anori, ID da Cidade: 102, ID do UF: 13, UF: AM, Populacao: 21937
12 lacos para encontrar - Nome da Cidade: Apuí, ID da Cidade: 144, ID do UF: 13, UF: AM, Populacao: 22739
9 lacos para encontrar - Nome da Cidade: Atalaia do Norte, ID da Cidade: 201, ID do UF: 13, UF: AM, Populacao: 20868
9 lacos para encontrar - Nome da Cidade: Autazes, ID da Cidade: 300, ID do UF: 13, UF: AM, Populacao: 41005
10 lacos para encontrar - Nome da Cidade: Barcelos, ID da Cidade: 409, ID do UF: 13, UF: AM, Populacao: 27772
10 lacos para encontrar - Nome da Cidade: Barreirinha, ID da Cidade: 508, ID do UF: 13, UF: AM, Populacao: 32919
10 lacos para encontrar - Nome da Cidade: Benjamin Constant, ID da Cidade: 607, ID do UF: 13, UF: AM, Populacao: 44873
11 lacos para encontrar - Nome da Cidade: Beruri, ID da Cidade: 631, ID do UF: 13, UF: AM, Populacao: 20503
13 lacos para encontrar - Nome da Cidade: Boa Vista do Ramos, ID da Cidade: 680, ID do UF: 13, UF: AM, Populacao: 2004
9 lacos para encontrar - Nome da Cidade: Boca do Acre, ID da Cidade: 706, ID do UF: 13, UF: AM, Populacao: 34958
10 lacos para encontrar - Nome da Cidade: Borba, ID da Cidade: 805, ID do UF: 13, UF: AM, Populacao: 42328
11 lacos para encontrar - Nome da Cidade: Caapiranga, ID da Cidade: 839, ID do UF: 13, UF: AM, Populacao: 13482
8 lacos para encontrar - Nome da Cidade: Canutama, ID da Cidade: 904, ID do UF: 13, UF: AM, Populacao: 15981
4 lacos para encontrar - Nome da Cidade: Carauari, ID da Cidade: 1001, ID do UF: 13, UF: AM, Populacao: 28719
10 lacos para encontrar - Nome da Cidade: Careiro, ID da Cidade: 1100, ID do UF: 13, UF: AM, Populacao: 3882
9 lacos para encontrar - Nome da Cidade: Careiro da Várzea, ID da Cidade: 1159, ID do UF: 13, UF: AM, Populacao: 31459
9 lacos para encontrar - Nome da Cidade: Coari, ID da Cidade: 1209, ID do UF: 13, UF: AM, Populacao: 86713
10 lacos para encontrar - Nome da Cidade: Codajás, ID da Cidade: 1308, ID do UF: 13, UF: AM, Populacao: 29691
10 lacos para encontrar - Nome da Cidade: Eirunepé, ID da Cidade: 1407, ID do UF: 13, UF: AM, Populacao: 36121
8 lacos para encontrar - Nome da Cidade: Envira, ID da Cidade: 1506, ID do UF: 13, UF: AM, Populacao: 20748
10 lacos para encontrar - Nome da Cidade: Fonte Boa, ID da Cidade: 1605, ID do UF: 13, UF: AM, Populacao: 16409
8 lacos para encontrar - Nome da Cidade: Guajará, ID da Cidade: 1654, ID do UF: 13, UF: AM, Populacao: 17193
9 lacos para encontrar - Nome da Cidade: Humaitá, ID da Cidade: 1704, ID do UF: 13, UF: AM, Populacao: 57195
10 lacos para encontrar - Nome da Cidade: Ipixuna, ID da Cidade: 1803, ID do UF: 13, UF: AM, Populacao: 31172
9 lacos para encontrar - Nome da Cidade: Iranduba, ID da Cidade: 1852, ID do UF: 13, UF: AM, Populacao: 49718
6 lacos para encontrar - Nome da Cidade: Itacoatiara, ID da Cidade: 1902, ID do UF: 13, UF: AM, Populacao: 104046
11 lacos para encontrar - Nome da Cidade: Itamarati, ID da Cidade: 1951, ID do UF: 13, UF: AM, Populacao: 7777
10 lacos para encontrar - Nome da Cidade: Itapiranga, ID da Cidade: 2009, ID do UF: 13, UF: AM, Populacao: 9312
10 lacos para encontrar - Nome da Cidade: Japurá, ID da Cidade: 2108, ID do UF: 13, UF: AM, Populacao: 1755
11 lacos para encontrar - Nome da Cidade: Juruá, ID da Cidade: 2207, ID do UF: 13, UF: AM, Populacao: 15495
11 lacos para encontrar - Nome da Cidade: Jutaí, ID da Cidade: 2306, ID do UF: 13, UF: AM, Populacao: 13462
9 lacos para encontrar - Nome da Cidade: Lábrea, ID da Cidade: 2405, ID do UF: 13, UF: AM, Populacao: 47685
10 lacos para encontrar - Nome da Cidade: Manacapuru, ID da Cidade: 2504, ID do UF: 13, UF: AM, Populacao: 99613
11 lacos para encontrar - Nome da Cidade: Manaquiri, ID da Cidade: 2553, ID do UF: 13, UF: AM, Populacao: 33981
7 lacos para encontrar - Nome da Cidade: Manaus, ID da Cidade: 2603, ID do UF: 13, UF: AM, Populacao: 2255903
10 lacos para encontrar - Nome da Cidade: Manicoré, ID da Cidade: 2702, ID do UF: 13, UF: AM, Populacao: 57405
10 lacos para encontrar - Nome da Cidade: Maraã, ID da Cidade: 2801, ID do UF: 13, UF: AM, Populacao: 18298
11 lacos para encontrar - Nome da Cidade: Maués, ID da Cidade: 2900, ID do UF: 13, UF: AM, Populacao: 66159
11 lacos para encontrar - Nome da Cidade: Nhamundá, ID da Cidade: 3007, ID do UF: 13, UF: AM, Populacao: 2171
10 lacos para encontrar - Nome da Cidade: Nova Olinda do Norte, ID da Cidade: 3106, ID do UF: 13, UF: AM, Populacao: 38665
11 lacos para encontrar - Nome da Cidade: Novo Airão, ID da Cidade: 3205, ID do UF: 13, UF: AM, Populacao: 20395
9 lacos para encontrar - Nome da Cidade: Novo Aripuanã, ID da Cidade: 3304, ID do UF: 13, UF: AM, Populacao: 26443
8 lacos para encontrar - Nome da Cidade: Parintins, ID da Cidade: 3403, ID do UF: 13, UF: AM, Populacao: 116439
10 lacos para encontrar - Nome da Cidade: Pauini, ID da Cidade: 3502, ID do UF: 13, UF: AM, Populacao: 19616
13 lacos para encontrar - Nome da Cidade: Presidente Figueiredo, ID da Cidade: 3536, ID do UF: 13, UF: AM, Populacao: 38095
13 lacos para encontrar - Nome da Cidade: Rio Preto da Eva, ID da Cidade: 3569, ID do UF: 13, UF: AM, Populacao: 34856
9 lacos para encontrar - Nome da Cidade: Santa Isabel do Rio Negro, ID da Cidade: 3601, ID do UF: 13, UF: AM, Populacao: 26566
9 lacos para encontrar - Nome da Cidade: Santo Antônio do Içá, ID da Cidade: 3700, ID do UF: 13, UF: AM, Populacao: 20889
9 lacos para encontrar - Nome da Cidade: São Gabriel da Cachoeira, ID da Cidade: 3809, ID do UF: 13, UF: AM, Populacao: 47031
10 lacos para encontrar - Nome da Cidade: São Paulo de Olivença, ID da Cidade: 3908, ID do UF: 13, UF: AM, Populacao: 40837
9 lacos para encontrar - Nome da Cidade: São Sebastião do Uatumã, ID da Cidade: 3957, ID do UF: 13, UF: AM, Populacao: 14678
11 lacos para encontrar - Nome da Cidade: Silves, ID da Cidade: 4005, ID do UF: 13, UF: AM, Populacao: 9289
13 lacos para encontrar - Nome da Cidade: Tabatinga, ID da Cidade: 4062, ID do UF: 13, UF: AM, Populacao: 68502
9 lacos para encontrar - Nome da Cidade: Tapauá, ID da Cidade: 4104, ID do UF: 13, UF: AM, Populacao: 16876
11 lacos para encontrar - Nome da Cidade: Tefé, ID da Cidade: 4203, ID do UF: 13, UF: AM, Populacao: 5925
13 lacos para encontrar - Nome da Cidade: Tonantins, ID da Cidade: 4237, ID do UF: 13, UF: AM, Populacao: 19038
10 lacos para encontrar - Nome da Cidade: Uarini, ID da Cidade: 4260, ID do UF: 13, UF: AM, Populacao: 13839
10 lacos para encontrar - Nome da Cidade: Urucará, ID da Cidade: 4302, ID do UF: 13, UF: AM, Populacao: 16007
10 lacos para encontrar - Nome da Cidade: Urucurituba, ID da Cidade: 4401, ID do UF: 13, UF: AM, Populacao: 24098
13 lacos para encontrar - Nome da Cidade: Amajari, ID da Cidade: 27, ID do UF: 14, UF: RR, Populacao: 13561
9 lacos para encontrar - Nome da Cidade: Alto Alegre, ID da Cidade: 50, ID do UF: 14, UF: RR, Populacao: 15249
10 lacos para encontrar - Nome da Cidade: Boa Vista, ID da Cidade: 100, ID do UF: 14, UF: RR, Populacao: 436591
8 lacos para encontrar - Nome da Cidade: Bonfim, ID da Cidade: 159, ID do UF: 14, UF: RR, Populacao: 12701
11 lacos para encontrar - Nome da Cidade: Cantá, ID da Cidade: 175, ID do UF: 14, UF: RR, Populacao: 19257
10 lacos para encontrar - Nome da Cidade: Caracaraí, ID da Cidade: 209, ID do UF: 14, UF: RR, Populacao: 22635
11 lacos para encontrar - Nome da Cidade: Caroebe, ID da Cidade: 233, ID do UF: 14, UF: RR, Populacao: 10595
10 lacos para encontrar - Nome da Cidade: Iracema, ID da Cidade: 282, ID do UF: 14, UF: RR, Populacao: 12637
10 lacos para encontrar - Nome da Cidade: Mucajaí, ID da Cidade: 308, ID do UF: 14, UF: RR, Populacao: 18482
11 lacos para encontrar - Nome da Cidade: Normandia, ID da Cidade: 407, ID do UF: 14, UF: RR, Populacao: 11772
11 lacos para encontrar - Nome da Cidade: Pacaraima, ID da Cidade: 456, ID do UF: 14, UF: RR, Populacao: 20108
13 lacos para encontrar - Nome da Cidade: Rorainópolis, ID da Cidade: 472, ID do UF: 14, UF: RR, Populacao: 31387
9 lacos para encontrar - Nome da Cidade: São João da Baliza, ID da Cidade: 506, ID do UF: 14, UF: RR, Populacao: 8492
8 lacos para encontrar - Nome da Cidade: São Luiz, ID da Cidade: 605, ID do UF: 14, UF: RR, Populacao: 8232
10 lacos para encontrar - Nome da Cidade: Uiramutã, ID da Cidade: 704, ID do UF: 14, UF: RR, Populacao: 11014
11 lacos para encontrar - Nome da Cidade: Abaetetuba, ID da Cidade: 107, ID do UF: 15, UF: PA, Populacao: 160439
13 lacos para encontrar - Nome da Cidade: Abel Figueiredo, ID da Cidade: 131, ID do UF: 15, UF: PA, Populacao: 7536
12 lacos para encontrar - Nome da Cidade: Acará, ID da Cidade: 206, ID do UF: 15, UF: PA, Populacao: 55744
12 lacos para encontrar - Nome da Cidade: Afuá, ID da Cidade: 305, ID do UF: 15, UF: PA, Populacao: 3991
12 lacos para encontrar - Nome da Cidade: Água Azul do Norte, ID da Cidade: 347, ID do UF: 15, UF: PA, Populacao: 27797
13 lacos para encontrar - Nome da Cidade: Alenquer, ID da Cidade: 404, ID do UF: 15, UF: PA, Populacao: 5739
12 lacos para encontrar - Nome da Cidade: Almeirim, ID da Cidade: 503, ID do UF: 15, UF: PA, Populacao: 34044
13 lacos para encontrar - Nome da Cidade: Altamira, ID da Cidade: 602, ID do UF: 15, UF: PA, Populacao: 11732
13 lacos para encontrar - Nome da Cidade: Anajás, ID da Cidade: 701, ID do UF: 15, UF: PA, Populacao: 30091
10 lacos para encontrar - Nome da Cidade: Ananindeua, ID da Cidade: 800, ID do UF: 15, UF: PA, Populacao: 54041
12 lacos para encontrar - Nome da Cidade: Anapu, ID da Cidade: 859, ID do UF: 15, UF: PA, Populacao: 29312
12 lacos para encontrar - Nome da Cidade: Augusto Corrêa, ID da Cidade: 909, ID do UF: 15, UF: PA, Populacao: 46937
11 lacos para encontrar - Nome da Cidade: Aurora do Pará, ID da Cidade: 958, ID do UF: 15, UF: PA, Populacao: 322
13 lacos para encontrar - Nome da Cidade: Aveiro, ID da Cidade: 1006, ID do UF: 15, UF: PA, Populacao: 16421
13 lacos para encontrar - Nome da Cidade: Bagre, ID da Cidade: 1105, ID do UF: 15, UF: PA, Populacao: 31967
8 lacos para encontrar - Nome da Cidade: Baião, ID da Cidade: 1204, ID do UF: 15, UF: PA, Populacao: 49454
13 lacos para encontrar - Nome da Cidade: Bannach, ID da Cidade: 1253, ID do UF: 15, UF: PA, Populacao: 3239
13 lacos para encontrar - Nome da Cidade: Barcarena, ID da Cidade: 1303, ID do UF: 15, UF: PA, Populacao: 129333
13 lacos para encontrar - Nome da Cidade: Belém, ID da Cidade: 1402, ID do UF: 15, UF: PA, Populacao: 1506420
13 lacos para encontrar - Nome da Cidade: Belterra, ID da Cidade: 1451, ID do UF: 15, UF: PA, Populacao: 17944
11 lacos para encontrar - Nome da Cidade: Benevides, ID da Cidade: 1501, ID do UF: 15, UF: PA, Populacao: 6478
10 lacos para encontrar - Nome da Cidade: Bom Jesus do Tocantins, ID da Cidade: 1576, ID do UF: 15, UF: PA, Populacao: 17254
12 lacos para encontrar - Nome da Cidade: Bonito, ID da Cidade: 1600, ID do UF: 15, UF: PA, Populacao: 16769
7 lacos para encontrar - Nome da Cidade: Bragança, ID da Cidade: 1709, ID do UF: 15, UF: PA, Populacao: 130122
12 lacos para encontrar - Nome da Cidade: Brasil Novo, ID da Cidade: 1725, ID do UF: 15, UF: PA, Populacao: 14883
12 lacos para encontrar - Nome da Cidade: Brejo Grande do Araguaia, ID da Cidade: 1758, ID do UF: 15, UF: PA, Populacao: 7357
12 lacos para encontrar - Nome da Cidade: Breu Branco, ID da Cidade: 1782, ID do UF: 15, UF: PA, Populacao: 68597
12 lacos para encontrar - Nome da Cidade: Breves, ID da Cidade: 1808, ID do UF: 15, UF: PA, Populacao: 10428
11 lacos para encontrar - Nome da Cidade: Bujaru, ID da Cidade: 1907, ID do UF: 15, UF: PA, Populacao: 29717
12 lacos para encontrar - Nome da Cidade: Cachoeira do Piriá, ID da Cidade: 1956, ID do UF: 15, UF: PA, Populacao: 35307
13 lacos para encontrar - Nome da Cidade: Cachoeira do Arari, ID da Cidade: 2004, ID do UF: 15, UF: PA, Populacao: 24355
11 lacos para encontrar - Nome da Cidade: Cametá, ID da Cidade: 2103, ID do UF: 15, UF: PA, Populacao: 140814
10 lacos para encontrar - Nome da Cidade: Canaã dos Carajás, ID da Cidade: 2152, ID do UF: 15, UF: PA, Populacao: 39103
10 lacos para encontrar - Nome da Cidade: Capanema, ID da Cidade: 2202, ID do UF: 15, UF: PA, Populacao: 69828
12 lacos para encontrar - Nome da Cidade: Capitão Poço, ID da Cidade: 2301, ID do UF: 15, UF: PA, Populacao: 54545
11 lacos para encontrar - Nome da Cidade: Castanhal, ID da Cidade: 2400, ID do UF: 15, UF: PA, Populacao: 205667
13 lacos para encontrar - Nome da Cidade: Chaves, ID da Cidade: 2509, ID do UF: 15, UF: PA, Populacao: 24175
12 lacos para encontrar - Nome da Cidade: Colares, ID da Cidade: 2608, ID do UF: 15, UF: PA, Populacao: 12175
12 lacos para encontrar - Nome da Cidade: Conceição do Araguaia, ID da Cidade: 2707, ID do UF: 15, UF: PA, Populacao: 48115
12 lacos para encontrar - Nome da Cidade: Concórdia do Pará, ID da Cidade: 2756, ID do UF: 15, UF: PA, Populacao: 34236
11 lacos para encontrar - Nome da Cidade: Cumaru do Norte, ID da Cidade: 2764, ID do UF: 15, UF: PA, Populacao: 14044
12 lacos para encontrar - Nome da Cidade: Curionópolis, ID da Cidade: 2772, ID do UF: 15, UF: PA, Populacao: 17764
12 lacos para encontrar - Nome da Cidade: Curralinho, ID da Cidade: 2806, ID do UF: 15, UF: PA, Populacao: 3553
11 lacos para encontrar - Nome da Cidade: Curuá, ID da Cidade: 2855, ID do UF: 15, UF: PA, Populacao: 14776
13 lacos para encontrar - Nome da Cidade: Curuçá, ID da Cidade: 2905, ID do UF: 15, UF: PA, Populacao: 41093
13 lacos para encontrar - Nome da Cidade: Dom Eliseu, ID da Cidade: 2939, ID do UF: 15, UF: PA, Populacao: 61206
12 lacos para encontrar - Nome da Cidade: Eldorado do Carajás, ID da Cidade: 2954, ID do UF: 15, UF: PA, Populacao: 34069
13 lacos para encontrar - Nome da Cidade: Faro, ID da Cidade: 3002, ID do UF: 15, UF: PA, Populacao: 6949
13 lacos para encontrar - Nome da Cidade: Floresta do Araguaia, ID da Cidade: 3044, ID do UF: 15, UF: PA, Populacao: 20742
11 lacos para encontrar - Nome da Cidade: Garrafão do Norte, ID da Cidade: 3077, ID do UF: 15, UF: PA, Populacao: 26155
12 lacos para encontrar - Nome da Cidade: Goianésia do Pará, ID da Cidade: 3093, ID do UF: 15, UF: PA, Populacao: 41678
10 lacos para encontrar - Nome da Cidade: Gurupá, ID da Cidade: 3101, ID do UF: 15, UF: PA, Populacao: 34127
12 lacos para encontrar - Nome da Cidade: Igarapé-Açu, ID da Cidade: 3200, ID do UF: 15, UF: PA, Populacao: 39234
11 lacos para encontrar - Nome da Cidade: Igarapé-Miri, ID da Cidade: 3309, ID do UF: 15, UF: PA, Populacao: 63367
13 lacos para encontrar - Nome da Cidade: Inhangapi, ID da Cidade: 3408, ID do UF: 15, UF: PA, Populacao: 12009
11 lacos para encontrar - Nome da Cidade: Ipixuna do Pará, ID da Cidade: 3457, ID do UF: 15, UF: PA, Populacao: 6717
12 lacos para encontrar - Nome da Cidade: Irituia, ID da Cidade: 3507, ID do UF: 15, UF: PA, Populacao: 32639
12 lacos para encontrar - Nome da Cidade: Itaituba, ID da Cidade: 3606, ID do UF: 15, UF: PA, Populacao: 101541
13 lacos para encontrar - Nome da Cidade: Itupiranga, ID da Cidade: 3705, ID do UF: 15, UF: PA, Populacao: 53439
12 lacos para encontrar - Nome da Cidade: Jacareacanga, ID da Cidade: 3754, ID do UF: 15, UF: PA, Populacao: 6952
11 lacos para encontrar - Nome da Cidade: Jacundá, ID da Cidade: 3804, ID do UF: 15, UF: PA, Populacao: 60517
13 lacos para encontrar - Nome da Cidade: Juruti, ID da Cidade: 3903, ID do UF: 15, UF: PA, Populacao: 59961
12 lacos para encontrar - Nome da Cidade: Limoeiro do Ajuru, ID da Cidade: 4000, ID do UF: 15, UF: PA, Populacao: 29623
12 lacos para encontrar - Nome da Cidade: Mãe do Rio, ID da Cidade: 4059, ID do UF: 15, UF: PA, Populacao: 30389
8 lacos para encontrar - Nome da Cidade: Magalhães Barata, ID da Cidade: 4109, ID do UF: 15, UF: PA, Populacao: 8598
13 lacos para encontrar - Nome da Cidade: Marabá, ID da Cidade: 4208, ID do UF: 15, UF: PA, Populacao: 287664
12 lacos para encontrar - Nome da Cidade: Maracanã, ID da Cidade: 4307, ID do UF: 15, UF: PA, Populacao: 29559
13 lacos para encontrar - Nome da Cidade: Marapanim, ID da Cidade: 4406, ID do UF: 15, UF: PA, Populacao: 28563
8 lacos para encontrar - Nome da Cidade: Marituba, ID da Cidade: 4422, ID do UF: 15, UF: PA, Populacao: 135812
